,Consumption,Temp,FlowTime,Power_Consumption,TimeStamp,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
4516,15,60,10800,0.9624999,2020-01-01 19:20:01,4496.0,3499.0,,
4517,15,60,10800,0.9624999,2020-01-01 19:20:01,4497.0,4478.0,7938.0,3499.0
4518,15,60,10800,0.9624999,2020-01-01 19:20:01,4498.0,4477.0,3499.0,
3499,15,60,10800,0.9624999,2020-01-01 19:20:01,,,,
4515,15,60,10800,0.9624999,2020-01-01 19:20:01,3499.0,,,
4519,15,60,10800,0.9624999,2020-01-01 19:20:45,2389.0,,,
4520,15,60,10800,0.9624999,2020-01-01 19:20:45,4499.0,4479.0,2389.0,
4521,15,60,10800,0.9624999,2020-01-01 19:20:45,4500.0,4480.0,6828.0,2389.0
4522,15,60,10800,0.9624999,2020-01-01 19:20:45,4501.0,2389.0,,
2389,15,60,10800,0.9624999,2020-01-01 19:20:45,,,,
4526,15,60,10800,0.9624999,2020-01-01 19:40:25,4504.0,950.0,,
4525,15,60,10800,0.9624999,2020-01-01 19:40:25,4502.0,4482.0,5389.0,950.0
4524,15,60,10800,0.9624999,2020-01-01 19:40:25,4503.0,4481.0,950.0,
4523,15,60,10800,0.9624999,2020-01-01 19:40:25,950.0,,,
950,15,60,10800,0.9624999,2020-01-01 19:40:25,,,,
4527,15,60,10800,0.9624999,2020-01-01 19:40:51,4505.0,20669.0,,
4528,15,60,10800,0.9624999,2020-01-01 19:40:51,28783.0,,,
4529,15,60,10800,0.9624999,2020-01-01 19:40:51,4507.0,4484.0,8880.0,4441.0
4530,15,60,10800,0.9624999,2020-01-01 19:40:51,4506.0,4483.0,12555.0,
36897,15,60,10800,0.9624999,2020-01-01 19:40:51,,,,
4531,15,60,10800,0.9624999,2020-01-01 20:00:27,4510.0,4486.0,15268.0,
4532,15,60,10800,0.9624999,2020-01-01 20:00:27,31496.0,,,
4533,15,60,10800,0.9624999,2020-01-01 20:00:27,4509.0,4485.0,11593.0,7154.0
39610,15,60,10800,0.9624999,2020-01-01 20:00:27,,,,
4534,15,60,10800,0.9624999,2020-01-01 20:00:27,4508.0,23382.0,,
4536,15,60,10800,0.9624999,2020-01-01 20:50:35,4512.0,4487.0,14442.0,
4535,15,60,10800,0.9624999,2020-01-01 20:50:35,30670.0,,,
38784,15,60,10800,0.9624999,2020-01-01 20:50:35,,,,
4537,15,60,10800,0.9624999,2020-01-01 20:50:35,4513.0,4488.0,10767.0,6328.0
4538,15,60,10800,0.9624999,2020-01-01 20:50:35,4511.0,22556.0,,
4540,15,60,10800,0.9624999,2020-01-01 22:00:38,4515.0,4489.0,4440.0,1.0
1,15,60,10800,0.9624999,2020-01-01 22:00:38,,,,
4539,15,60,10800,0.9624999,2020-01-01 22:00:38,4516.0,1.0,,
4541,15,60,10800,0.9624999,2020-01-01 22:00:38,4514.0,4490.0,1.0,
4542,15,60,10800,0.9624999,2020-01-01 22:00:38,1.0,,,
4546,15,60,10800,0.9624999,2020-01-01 23:20:28,4519.0,2390.0,,
4545,15,60,10800,0.9624999,2020-01-01 23:20:28,4517.0,4491.0,2390.0,
4543,15,60,10800,0.9624999,2020-01-01 23:20:28,2390.0,,,
4544,15,60,10800,0.9624999,2020-01-01 23:20:28,4518.0,4492.0,6829.0,2390.0
2390,15,60,10800,0.9624999,2020-01-01 23:20:28,,,,
37506,15,60,10800,0.9624999,2020-01-01 23:40:36,,,,
4547,15,60,10800,0.9624999,2020-01-01 23:40:36,29392.0,,,
4548,15,60,10800,0.9624999,2020-01-01 23:40:36,4520.0,21278.0,,
4549,15,60,10800,0.9624999,2020-01-01 23:40:36,4521.0,4493.0,13164.0,
4550,15,60,10800,0.9624999,2020-01-01 23:40:36,4522.0,4494.0,9489.0,5050.0
4551,15,60,10800,0.9624999,2020-01-02 01:20:08,4524.0,4496.0,1815.0,
4552,15,60,10800,0.9624999,2020-01-02 01:20:08,4525.0,4495.0,6254.0,1815.0
4553,15,60,10800,0.9624999,2020-01-02 01:20:08,4523.0,1815.0,,
4554,15,60,10800,0.9624999,2020-01-02 01:20:08,1815.0,,,
1815,15,60,10800,0.9624999,2020-01-02 01:20:08,,,,
4557,15,60,10800,0.9624999,2020-01-02 02:10:13,4527.0,4497.0,3040.0,
3040,15,60,10800,0.9624999,2020-01-02 02:10:13,,,,
4555,15,60,10800,0.9624999,2020-01-02 02:10:13,3040.0,,,
4556,15,60,10800,0.9624999,2020-01-02 02:10:13,4528.0,3040.0,,
4558,15,60,10800,0.9624999,2020-01-02 02:10:13,4526.0,4498.0,7479.0,3040.0
39611,15,60,10800,0.9624999,2020-01-02 06:00:37,,,,
4560,15,60,10800,0.9624999,2020-01-02 06:00:37,31497.0,,,
4561,15,60,10800,0.9624999,2020-01-02 06:00:37,4529.0,23383.0,,
4562,15,60,10800,0.9624999,2020-01-02 06:00:37,4530.0,4499.0,15269.0,
4559,15,60,10800,0.9624999,2020-01-02 06:00:37,4531.0,4500.0,11594.0,7155.0
38982,15,60,10800,0.9624999,2020-01-02 11:10:17,,,,
4566,15,60,10800,0.9624999,2020-01-02 11:10:17,4532.0,22754.0,,
4563,15,60,10800,0.9624999,2020-01-02 11:10:17,30868.0,,,
4565,15,60,10800,0.9624999,2020-01-02 11:10:17,4533.0,4502.0,10965.0,6526.0
4564,15,60,10800,0.9624999,2020-01-02 11:10:17,4534.0,4501.0,14640.0,
4570,15,60,10800,0.9624999,2020-01-02 13:20:36,3500.0,,,
4569,15,60,10800,0.9624999,2020-01-02 13:20:36,4537.0,4504.0,3500.0,
4568,15,60,10800,0.9624999,2020-01-02 13:20:36,4535.0,3500.0,,
3500,15,60,10800,0.9624999,2020-01-02 13:20:36,,,,
4567,15,60,10800,0.9624999,2020-01-02 13:20:36,4536.0,4503.0,7939.0,3500.0
4574,15,60,10800,0.9624999,2020-01-02 13:30:18,4538.0,4505.0,4102.0,
4573,15,60,10800,0.9624999,2020-01-02 13:30:18,4102.0,,,
4102,15,60,10800,0.9624999,2020-01-02 13:30:18,,,,
4571,15,60,10800,0.9624999,2020-01-02 13:30:18,4540.0,4506.0,8541.0,4102.0
4572,15,60,10800,0.9624999,2020-01-02 13:30:18,4539.0,4102.0,,
4577,15,60,10800,0.9624999,2020-01-02 13:40:15,29393.0,,,
4576,15,60,10800,0.9624999,2020-01-02 13:40:15,4543.0,4507.0,13165.0,
4575,15,60,10800,0.9624999,2020-01-02 13:40:15,4541.0,4508.0,9490.0,5051.0
37507,15,60,10800,0.9624999,2020-01-02 13:40:15,,,,
4578,15,60,10800,0.9624999,2020-01-02 13:40:15,4542.0,21279.0,,
4582,15,60,10800,0.9624999,2020-01-02 15:50:43,4546.0,2391.0,,
4579,15,60,10800,0.9624999,2020-01-02 15:50:43,4544.0,4509.0,6830.0,2391.0
2391,15,60,10800,0.9624999,2020-01-02 15:50:43,,,,
4580,15,60,10800,0.9624999,2020-01-02 15:50:43,4545.0,4510.0,2391.0,
4581,15,60,10800,0.9624999,2020-01-02 15:50:43,2391.0,,,
4584,15,60,10800,0.9624999,2020-01-02 16:00:39,4548.0,4511.0,12076.0,7637.0
40093,15,60,10800,0.9624999,2020-01-02 16:00:39,,,,
4583,15,60,10800,0.9624999,2020-01-02 16:00:39,4547.0,23865.0,,
4586,15,60,10800,0.9624999,2020-01-02 16:00:39,31979.0,,,
4585,15,60,10800,0.9624999,2020-01-02 16:00:39,4549.0,4512.0,15751.0,
4590,15,60,10800,0.9624999,2020-01-02 16:10:44,4551.0,4514.0,2.0,
4589,15,60,10800,0.9624999,2020-01-02 16:10:44,4552.0,2.0,,
4588,15,60,10800,0.9624999,2020-01-02 16:10:44,4550.0,4513.0,4441.0,2.0
4587,15,60,10800,0.9624999,2020-01-02 16:10:44,2.0,,,
2,15,60,10800,0.9624999,2020-01-02 16:10:44,,,,
4593,15,60,10800,0.9624999,2020-01-02 17:30:19,4553.0,3501.0,,
4592,15,60,10800,0.9624999,2020-01-02 17:30:19,4554.0,4515.0,7940.0,3501.0
3501,15,60,10800,0.9624999,2020-01-02 17:30:19,,,,
4594,15,60,10800,0.9624999,2020-01-02 17:30:19,4555.0,4516.0,3501.0,
4591,15,60,10800,0.9624999,2020-01-02 17:30:19,3501.0,,,
4597,15,60,10800,0.9624999,2020-01-02 20:00:33,4556.0,4517.0,1816.0,
4595,15,60,10800,0.9624999,2020-01-02 20:00:33,4557.0,4518.0,6255.0,1816.0
4596,15,60,10800,0.9624999,2020-01-02 20:00:33,4558.0,1816.0,,
4598,15,60,10800,0.9624999,2020-01-02 20:00:33,1816.0,,,
1816,15,60,10800,0.9624999,2020-01-02 20:00:33,,,,
36898,15,60,10800,0.9624999,2020-01-02 20:20:26,,,,
4601,15,60,10800,0.9624999,2020-01-02 20:20:26,28784.0,,,
4602,15,60,10800,0.9624999,2020-01-02 20:20:26,4561.0,20670.0,,
4600,15,60,10800,0.9624999,2020-01-02 20:20:26,4560.0,4519.0,12556.0,
4599,15,60,10800,0.9624999,2020-01-02 20:20:26,4559.0,4520.0,8881.0,4442.0
4606,15,60,10800,0.9624999,2020-01-02 20:50:40,31498.0,,,
4605,15,60,10800,0.9624999,2020-01-02 20:50:40,4564.0,23384.0,,
4604,15,60,10800,0.9624999,2020-01-02 20:50:40,4563.0,4522.0,11595.0,7156.0
4603,15,60,10800,0.9624999,2020-01-02 20:50:40,4562.0,4521.0,15270.0,
39612,15,60,10800,0.9624999,2020-01-02 20:50:40,,,,
1817,15,60,10800,0.9624999,2020-01-02 23:20:53,,,,
4607,15,60,10800,0.9624999,2020-01-02 23:20:53,4567.0,1817.0,,
4608,15,60,10800,0.9624999,2020-01-02 23:20:53,4565.0,4523.0,6256.0,1817.0
4609,15,60,10800,0.9624999,2020-01-02 23:20:53,4566.0,4524.0,1817.0,
4610,15,60,10800,0.9624999,2020-01-02 23:20:53,1817.0,,,
4611,15,60,10800,0.9624999,2020-01-03 03:00:44,4570.0,4526.0,11596.0,7157.0
4612,15,60,10800,0.9624999,2020-01-03 03:00:44,4568.0,4525.0,15271.0,
4614,15,60,10800,0.9624999,2020-01-03 03:00:44,31499.0,,,
39613,15,60,10800,0.9624999,2020-01-03 03:00:44,,,,
4613,15,60,10800,0.9624999,2020-01-03 03:00:44,4569.0,23385.0,,
4618,15,60,10800,0.9624999,2020-01-03 03:30:21,4573.0,4527.0,7941.0,3502.0
4617,15,60,10800,0.9624999,2020-01-03 03:30:21,4572.0,3502.0,,
4616,15,60,10800,0.9624999,2020-01-03 03:30:21,4571.0,4528.0,3502.0,
4615,15,60,10800,0.9624999,2020-01-03 03:30:21,3502.0,,,
3502,15,60,10800,0.9624999,2020-01-03 03:30:21,,,,
4619,15,60,10800,0.9624999,2020-01-03 06:50:59,4574.0,4530.0,5036.0,597.0
597,15,60,10800,0.9624999,2020-01-03 06:50:59,,,,
4620,15,60,10800,0.9624999,2020-01-03 06:50:59,597.0,,,
4622,15,60,10800,0.9624999,2020-01-03 06:50:59,4575.0,597.0,,
4621,15,60,10800,0.9624999,2020-01-03 06:50:59,4576.0,4529.0,597.0,
4625,15,60,10800,0.9624999,2020-01-03 07:50:06,4578.0,4531.0,3.0,
4624,15,60,10800,0.9624999,2020-01-03 07:50:06,4579.0,3.0,,
3,15,60,10800,0.9624999,2020-01-03 07:50:06,,,,
4623,15,60,10800,0.9624999,2020-01-03 07:50:06,3.0,,,
4626,15,60,10800,0.9624999,2020-01-03 07:50:06,4577.0,4532.0,4442.0,3.0
4629,15,60,10800,0.9624999,2020-01-03 08:50:58,4581.0,4534.0,4103.0,
4628,15,60,10800,0.9624999,2020-01-03 08:50:58,4580.0,4533.0,8542.0,4103.0
4103,15,60,10800,0.9624999,2020-01-03 08:50:58,,,,
4627,15,60,10800,0.9624999,2020-01-03 08:50:58,4103.0,,,
4630,15,60,10800,0.9624999,2020-01-03 08:50:58,4582.0,4103.0,,
4631,15,60,10800,0.9624999,2020-01-03 10:40:11,4583.0,21280.0,,
4632,15,60,10800,0.9624999,2020-01-03 10:40:11,4584.0,4535.0,9491.0,5052.0
37508,15,60,10800,0.9624999,2020-01-03 10:40:11,,,,
4634,15,60,10800,0.9624999,2020-01-03 10:40:11,29394.0,,,
4633,15,60,10800,0.9624999,2020-01-03 10:40:11,4585.0,4536.0,13166.0,
38983,15,60,10800,0.9624999,2020-01-03 11:30:56,,,,
4635,15,60,10800,0.9624999,2020-01-03 11:30:56,30869.0,,,
4638,15,60,10800,0.9624999,2020-01-03 11:30:56,4588.0,4538.0,14641.0,
4637,15,60,10800,0.9624999,2020-01-03 11:30:56,4587.0,22755.0,,
4636,15,60,10800,0.9624999,2020-01-03 11:30:56,4586.0,4537.0,10966.0,6527.0
4642,15,60,10800,0.9624999,2020-01-03 14:20:18,31500.0,,,
4641,15,60,10800,0.9624999,2020-01-03 14:20:18,4589.0,4539.0,11597.0,7158.0
4639,15,60,10800,0.9624999,2020-01-03 14:20:18,4590.0,23386.0,,
39614,15,60,10800,0.9624999,2020-01-03 14:20:18,,,,
4640,15,60,10800,0.9624999,2020-01-03 14:20:18,4591.0,4540.0,15272.0,
4644,15,60,10800,0.9624999,2020-01-03 15:00:09,4593.0,4541.0,951.0,
4645,15,60,10800,0.9624999,2020-01-03 15:00:09,4592.0,4542.0,5390.0,951.0
4646,15,60,10800,0.9624999,2020-01-03 15:00:09,951.0,,,
951,15,60,10800,0.9624999,2020-01-03 15:00:09,,,,
4643,15,60,10800,0.9624999,2020-01-03 15:00:09,4594.0,951.0,,
1440,15,60,10800,0.9624999,2020-01-03 16:20:52,,,,
4647,15,60,10800,0.9624999,2020-01-03 16:20:52,4595.0,4543.0,5879.0,1440.0
4648,15,60,10800,0.9624999,2020-01-03 16:20:52,4597.0,1440.0,,
4649,15,60,10800,0.9624999,2020-01-03 16:20:52,4596.0,4544.0,1440.0,
4650,15,60,10800,0.9624999,2020-01-03 16:20:52,1440.0,,,
4654,15,60,10800,0.9624999,2020-01-03 16:40:27,4600.0,3041.0,,
3041,15,60,10800,0.9624999,2020-01-03 16:40:27,,,,
4653,15,60,10800,0.9624999,2020-01-03 16:40:27,4599.0,4546.0,7480.0,3041.0
4651,15,60,10800,0.9624999,2020-01-03 16:40:27,3041.0,,,
4652,15,60,10800,0.9624999,2020-01-03 16:40:27,4598.0,4545.0,3041.0,
4655,15,60,10800,0.9624999,2020-01-03 18:00:04,4601.0,4547.0,15273.0,
39615,15,60,10800,0.9624999,2020-01-03 18:00:04,,,,
4658,15,60,10800,0.9624999,2020-01-03 18:00:04,31501.0,,,
4656,15,60,10800,0.9624999,2020-01-03 18:00:04,4602.0,4548.0,11598.0,7159.0
4657,15,60,10800,0.9624999,2020-01-03 18:00:04,4603.0,23387.0,,
4659,15,60,10800,0.9624999,2020-01-03 18:10:15,1818.0,,,
4662,15,60,10800,0.9624999,2020-01-03 18:10:15,4604.0,4549.0,6257.0,1818.0
4661,15,60,10800,0.9624999,2020-01-03 18:10:15,4606.0,1818.0,,
1818,15,60,10800,0.9624999,2020-01-03 18:10:15,,,,
4660,15,60,10800,0.9624999,2020-01-03 18:10:15,4605.0,4550.0,1818.0,
4663,15,60,10800,0.9624999,2020-01-03 20:00:12,4608.0,4551.0,14833.0,
4664,15,60,10800,0.9624999,2020-01-03 20:00:12,4609.0,22947.0,,
4665,15,60,10800,0.9624999,2020-01-03 20:00:12,31061.0,,,
4666,15,60,10800,0.9624999,2020-01-03 20:00:12,4607.0,4552.0,11158.0,6719.0
39175,15,60,10800,0.9624999,2020-01-03 20:00:12,,,,
4669,15,60,10800,0.9624999,2020-01-03 20:00:45,31980.0,,,
4670,15,60,10800,0.9624999,2020-01-03 20:00:45,4611.0,23866.0,,
4668,15,60,10800,0.9624999,2020-01-03 20:00:45,4612.0,4553.0,12077.0,7638.0
4667,15,60,10800,0.9624999,2020-01-03 20:00:45,4610.0,4554.0,15752.0,
40094,15,60,10800,0.9624999,2020-01-03 20:00:45,,,,
4,15,60,10800,0.9624999,2020-01-03 20:50:08,,,,
4671,15,60,10800,0.9624999,2020-01-03 20:50:08,4613.0,4556.0,4443.0,4.0
4674,15,60,10800,0.9624999,2020-01-03 20:50:08,4.0,,,
4673,15,60,10800,0.9624999,2020-01-03 20:50:08,4615.0,4.0,,
4672,15,60,10800,0.9624999,2020-01-03 20:50:08,4614.0,4555.0,4.0,
4678,15,60,10800,0.9624999,2020-01-03 21:20:44,4617.0,4557.0,14642.0,
4677,15,60,10800,0.9624999,2020-01-03 21:20:44,30870.0,,,
4675,15,60,10800,0.9624999,2020-01-03 21:20:44,4616.0,4558.0,10967.0,6528.0
38984,15,60,10800,0.9624999,2020-01-03 21:20:44,,,,
4676,15,60,10800,0.9624999,2020-01-03 21:20:44,4618.0,22756.0,,
4679,15,60,10800,0.9624999,2020-01-03 21:40:37,4619.0,4559.0,598.0,
4680,15,60,10800,0.9624999,2020-01-03 21:40:37,4620.0,598.0,,
4681,15,60,10800,0.9624999,2020-01-03 21:40:37,4621.0,4560.0,5037.0,598.0
598,15,60,10800,0.9624999,2020-01-03 21:40:37,,,,
4682,15,60,10800,0.9624999,2020-01-03 21:40:37,598.0,,,
39616,15,60,10800,0.9624999,2020-01-03 21:50:48,,,,
4683,15,60,10800,0.9624999,2020-01-03 21:50:48,4622.0,23388.0,,
4684,15,60,10800,0.9624999,2020-01-03 21:50:48,4623.0,4561.0,11599.0,7160.0
4685,15,60,10800,0.9624999,2020-01-03 21:50:48,4624.0,4562.0,15274.0,
4686,15,60,10800,0.9624999,2020-01-03 21:50:48,31502.0,,,
2392,15,60,10800,0.9624999,2020-01-03 22:30:29,,,,
4687,15,60,10800,0.9624999,2020-01-03 22:30:29,2392.0,,,
4688,15,60,10800,0.9624999,2020-01-03 22:30:29,4625.0,4563.0,2392.0,
4689,15,60,10800,0.9624999,2020-01-03 22:30:29,4627.0,2392.0,,
4690,15,60,10800,0.9624999,2020-01-03 22:30:29,4626.0,4564.0,6831.0,2392.0
4694,15,60,10800,0.9624999,2020-01-03 22:40:35,4630.0,4104.0,,
4693,15,60,10800,0.9624999,2020-01-03 22:40:35,4104.0,,,
4104,15,60,10800,0.9624999,2020-01-03 22:40:35,,,,
4691,15,60,10800,0.9624999,2020-01-03 22:40:35,4629.0,4566.0,4104.0,
4692,15,60,10800,0.9624999,2020-01-03 22:40:35,4628.0,4565.0,8543.0,4104.0
4695,15,60,10800,0.9624999,2020-01-04 06:10:22,4632.0,4567.0,1819.0,
4696,15,60,10800,0.9624999,2020-01-04 06:10:22,4631.0,1819.0,,
4697,15,60,10800,0.9624999,2020-01-04 06:10:22,1819.0,,,
4698,15,60,10800,0.9624999,2020-01-04 06:10:22,4633.0,4568.0,6258.0,1819.0
1819,15,60,10800,0.9624999,2020-01-04 06:10:22,,,,
4701,15,60,10800,0.9624999,2020-01-04 06:40:46,4636.0,21882.0,,
4699,15,60,10800,0.9624999,2020-01-04 06:40:46,4634.0,4570.0,13768.0,
4700,15,60,10800,0.9624999,2020-01-04 06:40:46,4635.0,4569.0,10093.0,5654.0
4702,15,60,10800,0.9624999,2020-01-04 06:40:46,29996.0,,,
38110,15,60,10800,0.9624999,2020-01-04 06:40:46,,,,
4706,15,60,10800,0.9624999,2020-01-04 07:40:02,1441.0,,,
4705,15,60,10800,0.9624999,2020-01-04 07:40:02,4637.0,1441.0,,
4704,15,60,10800,0.9624999,2020-01-04 07:40:02,4639.0,4571.0,1441.0,
4703,15,60,10800,0.9624999,2020-01-04 07:40:02,4638.0,4572.0,5880.0,1441.0
1441,15,60,10800,0.9624999,2020-01-04 07:40:02,,,,
4707,15,60,10800,0.9624999,2020-01-04 09:00:11,4640.0,4573.0,4105.0,
4105,15,60,10800,0.9624999,2020-01-04 09:00:11,,,,
4710,15,60,10800,0.9624999,2020-01-04 09:00:11,4641.0,4105.0,,
4709,15,60,10800,0.9624999,2020-01-04 09:00:11,4105.0,,,
